age,educational-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,employment_type
52,9,1,0,0,0,0,0,40,1,1,1
54,10,0,2,0,1,0,1,48,1,1,2
22,9,1,4,0,0,0,0,40,1,1,1
24,10,0,2,0,1,0,0,40,1,1,1
60,9,1,0,0,0,0,0,40,1,1,0
19,9,1,3,0,0,0,0,40,1,1,1
46,10,0,2,0,1,1,0,38,1,0,1
34,10,1,3,0,0,0,0,40,1,1,1
48,6,0,2,3,1,0,0,40,1,1,1
39,13,0,2,0,1,0,0,45,1,1,1
31,9,1,5,3,1,0,0,40,1,1,1
64,14,0,2,0,1,0,0,20,1,0,1
50,10,0,2,0,1,0,0,40,1,0,1
53,9,1,0,0,0,0,0,55,1,1,2
27,10,1,4,0,1,0,0,40,1,1,1
47,10,1,0,3,0,0,0,40,1,1,1
61,9,0,1,0,0,0,0,4,1,1,1
30,13,1,3,0,1,0,0,40,1,1,1
37,9,0,2,0,1,1,0,45,1,0,1
43,9,0,2,0,1,1,0,60,1,0,1
46,13,0,2,0,1,1,0,45,1,0,0
51,13,0,2,0,1,1,0,40,1,0,2
42,13,0,2,0,1,0,0,40,1,0,2
37,9,0,2,0,1,0,0,40,1,1,1
20,9,1,3,0,1,0,0,35,1,1,1
62,13,0,2,0,1,0,0,40,1,0,1
22,10,1,4,0,1,0,0,48,1,1,1
53,10,0,2,0,1,0,0,40,0,1,1
19,9,1,4,0,1,0,0,12,1,1,1
61,9,0,2,0,1,0,0,40,1,1,1
36,9,1,0,0,0,0,0,30,1,1,1
34,9,0,2,0,1,0,0,50,1,1,1
52,10,0,2,0,1,0,0,45,1,0,1
22,10,1,3,0,1,0,0,40,1,1,1
42,10,0,2,0,1,0,0,40,1,0,2
43,7,0,2,0,1,0,0,60,1,1,2
33,9,0,2,0,1,0,0,50,1,1,1
36,9,0,2,0,1,0,0,45,1,1,1
36,13,1,3,0,1,0,1,40,1,1,1
24,9,1,4,0,1,0,0,40,1,1,1
62,10,0,2,0,1,0,0,60,1,0,1
27,13,1,3,0,0,0,1,55,1,1,1
26,13,1,5,0,1,0,0,40,1,1,1
44,9,0,2,3,1,0,1,40,1,0,1
23,9,1,3,0,1,0,0,50,1,1,1
23,13,1,3,0,0,0,0,40,1,1,0
49,13,0,2,0,1,0,0,60,1,0,2
39,9,0,2,0,1,0,0,70,1,1,2
48,13,1,4,0,1,0,0,40,1,1,1
24,9,0,2,0,1,0,0,44,1,1,1
21,10,1,4,0,1,0,0,40,1,1,1
45,13,0,2,0,1,0,0,50,1,0,1
44,10,1,0,0,0,0,0,32,1,1,1
39,3,0,2,0,1,0,0,50,0,1,2
27,11,1,3,0,1,0,0,40,1,1,1
43,9,1,3,0,1,0,0,40,1,1,0
35,13,1,3,0,0,0,0,40,1,1,1
53,10,0,2,0,1,0,0,40,1,0,0
42,14,1,3,0,0,0,0,40,1,1,0
34,5,1,0,0,0,0,0,35,0,1,1
33,9,0,2,0,1,0,0,40,1,0,1
28,11,0,2,0,1,0,0,80,1,1,2
26,13,1,3,0,0,0,0,40,1,1,1
36,13,0,2,0,1,0,0,55,1,1,1
36,6,1,0,3,1,0,0,40,1,1,1
46,9,0,2,0,1,0,0,40,1,0,1
61,13,0,1,0,0,0,0,30,1,0,1
53,13,0,2,0,1,0,0,60,1,1,1
46,13,0,2,0,1,0,0,45,1,0,2
37,9,1,4,0,1,0,0,85,1,1,2
24,11,1,3,0,1,0,0,45,1,1,1
34,10,1,4,3,0,0,0,35,1,1,1
19,10,1,4,2,1,0,0,35,0,1,1
55,9,1,3,0,0,0,0,40,1,1,1
28,9,0,2,0,1,0,0,40,1,1,1
29,11,0,5,0,0,0,0,40,1,1,1
17,7,1,4,0,1,0,0,15,1,1,1
23,10,1,4,3,1,0,0,20,1,1,0
45,11,1,3,0,0,0,0,40,1,1,1
17,6,1,4,0,1,0,0,30,1,1,0
46,10,0,2,0,1,0,0,40,1,1,1
35,10,0,2,0,1,0,0,50,1,1,2
32,9,1,0,0,1,0,0,40,1,1,1
30,12,1,4,0,0,0,0,40,1,1,1
23,13,1,4,3,0,0,0,32,1,1,0
30,9,0,2,0,1,0,0,40,1,1,1
52,10,1,3,0,0,0,0,40,1,1,1
45,14,0,1,0,0,0,1,35,1,0,0
19,10,1,4,0,0,0,0,26,1,1,1
35,13,1,3,0,0,0,0,40,1,1,1
18,10,1,3,0,1,0,0,30,1,1,1
34,9,1,0,0,1,1,0,30,1,1,1
50,9,0,2,0,1,0,0,40,1,1,1
41,7,1,3,0,1,0,0,40,0,1,1
43,10,0,2,0,1,0,0,40,1,0,1
23,13,1,3,0,0,0,0,38,1,1,1
60,10,1,3,0,1,0,0,50,1,0,1
26,9,1,5,0,1,0,0,40,1,1,1
26,13,1,3,0,1,0,0,40,1,1,2
31,9,1,3,0,1,0,0,40,1,1,1
22,10,1,3,0,0,0,0,20,1,1,1
54,9,0,2,0,1,0,0,40,0,0,1
41,10,0,1,0,0,0,0,40,1,0,1
40,15,0,2,0,1,1,0,55,0,0,1
38,12,0,2,0,1,0,0,56,1,0,0
23,9,1,4,3,1,0,0,32,1,1,0
22,12,1,3,0,1,0,0,45,1,1,1
47,14,1,3,0,1,1,0,60,1,0,1
28,9,1,4,0,1,0,0,40,1,1,1
45,14,0,2,0,1,1,0,50,1,0,1
20,9,1,4,3,0,0,0,40,1,1,1
52,11,1,0,0,0,0,0,40,1,1,1
24,9,1,4,0,1,0,0,40,0,1,1
23,9,0,2,0,1,0,0,38,1,1,0
51,13,0,2,2,1,0,1,40,0,0,2
39,9,0,2,0,1,0,0,40,1,0,1
29,9,1,4,3,1,0,0,40,1,1,1
27,14,1,3,0,0,0,0,40,1,1,1
29,9,0,2,2,1,0,0,40,0,1,2
29,13,1,3,0,1,0,0,56,1,1,0
46,13,0,2,0,1,0,0,50,1,0,1
36,13,1,4,0,1,0,0,40,1,1,1
46,13,0,2,0,1,1,0,37,1,0,2
41,10,0,2,0,1,0,0,40,1,0,0
35,13,1,3,0,1,0,0,40,1,1,0
44,16,0,2,0,1,0,0,60,1,1,2
68,12,0,2,0,1,1,0,70,0,0,2
19,9,1,3,0,0,0,0,40,1,1,1
53,10,0,2,0,1,1,0,40,1,0,0
29,13,1,3,3,0,0,0,40,1,1,1
24,13,1,3,0,0,0,0,30,1,1,1
70,10,1,3,0,0,0,0,16,1,1,1
21,10,1,3,3,0,0,0,30,1,1,1
21,10,1,4,0,0,0,0,12,1,1,1
46,10,0,2,0,1,0,0,50,1,0,1
27,9,1,0,0,0,0,0,40,0,1,1
17,7,1,4,0,1,0,0,25,1,1,1
53,7,0,2,0,1,0,0,45,1,1,1
34,9,1,3,0,0,0,0,40,1,1,1
38,9,1,3,0,1,0,0,40,1,1,1
66,9,1,3,0,0,0,0,45,1,1,2
41,16,0,2,0,1,1,0,60,1,0,2
21,9,1,5,3,0,0,0,40,1,1,1
26,13,0,2,0,1,0,0,72,1,1,1
46,12,1,3,0,1,0,0,56,1,1,1
36,9,0,1,2,0,0,0,2,0,1,1
67,10,0,2,0,1,1,0,40,1,0,2
23,9,1,4,0,1,0,0,35,1,1,1
40,13,0,2,3,1,0,0,40,1,0,1
23,9,1,4,0,1,0,0,40,1,1,1
43,13,0,2,0,1,0,0,40,1,0,0
28,12,1,3,0,1,0,0,40,1,1,1
72,13,1,3,0,1,0,0,40,1,0,2
66,4,0,2,0,1,0,0,40,1,0,2
37,15,0,2,0,1,0,0,40,1,0,1
55,10,1,3,0,0,0,0,38,1,1,1
33,8,1,4,3,1,0,0,40,1,1,1
40,12,1,0,3,0,0,0,32,1,1,1
24,13,1,4,0,0,0,0,15,1,1,1
62,16,0,2,0,1,1,0,40,1,0,1
52,10,0,2,0,1,0,0,60,0,0,1
48,9,0,2,0,1,0,0,40,1,0,0
70,13,0,2,0,1,0,0,40,1,1,2
34,10,0,2,0,1,0,0,55,1,0,1
55,13,0,2,0,1,0,0,40,1,1,1
19,9,1,4,0,1,0,0,40,1,1,1
40,13,1,3,0,0,0,0,40,1,1,1
38,10,0,2,0,1,0,0,40,1,1,1
26,9,1,3,3,1,0,0,40,1,1,1
43,9,1,5,0,0,0,0,35,1,1,0
40,13,1,4,0,1,0,0,80,1,1,1
29,9,0,2,3,1,0,0,40,1,0,1
31,13,0,2,0,1,0,0,40,1,1,1
27,11,1,4,0,0,0,0,40,1,1,1
21,5,1,4,0,1,0,0,40,1,1,1
59,10,1,3,0,1,0,0,56,1,1,1
27,9,0,2,0,1,0,0,50,1,1,1
44,14,1,3,0,1,0,0,40,1,1,2
45,14,0,1,3,0,0,0,50,1,0,0
40,9,0,1,0,0,0,0,24,1,0,1
34,9,0,2,0,1,0,0,55,1,1,2
25,10,0,2,0,1,0,0,40,1,1,0
51,9,0,2,0,1,1,0,60,1,0,2
49,9,1,0,3,0,0,0,40,1,1,1
24,10,1,3,3,1,0,0,40,0,1,1
79,9,0,2,0,1,0,0,7,1,1,1
28,9,1,5,0,0,0,0,40,1,1,1
68,16,0,2,0,1,0,0,50,0,1,2
34,9,1,3,0,1,1,0,40,1,1,1
30,14,0,2,2,1,0,0,20,0,1,0
37,13,0,1,0,0,0,0,40,1,0,1
41,14,0,1,0,0,0,1,35,1,0,2
43,15,0,2,3,1,0,0,40,1,1,0
61,9,0,1,0,0,1,0,40,1,1,2
39,10,0,1,0,0,0,0,20,1,0,2
30,9,1,3,0,1,0,0,40,1,1,0
49,9,1,3,0,0,0,0,40,1,1,1
50,9,1,4,0,1,0,0,40,0,1,1
25,13,1,4,0,0,0,0,40,1,1,1
56,13,1,3,0,1,0,0,40,1,1,0
47,12,0,2,0,1,1,0,50,1,0,1
21,9,1,5,0,1,0,0,50,1,1,1
39,13,1,3,0,1,0,0,40,1,1,1
62,4,1,3,3,1,0,0,40,1,1,1
48,9,0,2,0,1,0,0,60,1,1,0
27,12,0,2,0,1,0,0,55,1,1,1
32,2,1,4,0,1,0,0,21,1,1,1
30,14,0,1,0,0,0,0,35,1,0,1
30,10,1,4,0,1,0,0,40,1,1,1
27,9,1,4,0,1,0,0,60,1,1,1
45,13,0,2,0,1,0,0,35,1,0,0
27,9,0,1,0,0,0,0,40,1,1,1
40,10,1,5,1,1,0,0,30,1,1,1
32,9,1,4,3,0,0,1,20,1,1,1
23,10,0,2,0,1,0,1,40,1,1,1
41,9,0,2,0,1,0,0,40,1,0,1
30,10,1,3,0,0,0,0,40,1,1,0
24,10,1,4,0,0,0,0,30,1,1,1
39,10,0,2,0,1,0,0,40,1,1,1
19,9,1,4,0,1,0,0,45,1,1,1
41,9,1,0,0,0,0,0,40,1,1,1
52,14,0,2,0,1,0,0,36,1,1,1
34,9,1,4,3,1,0,0,40,1,1,1
55,13,0,2,0,1,1,0,65,1,0,2
51,10,0,2,0,1,0,0,60,1,1,2
52,14,0,1,3,0,0,1,40,1,0,0
39,9,0,2,0,1,0,0,50,1,1,0
18,7,1,4,0,0,0,0,20,1,1,1
22,13,1,4,3,1,0,0,20,1,1,0
43,9,1,0,0,0,0,0,40,1,1,1
37,10,0,2,0,1,0,0,40,1,1,2
49,5,0,2,0,1,0,0,40,0,1,2
27,14,1,3,0,1,0,0,50,1,1,1
42,9,0,2,0,1,0,0,40,1,1,1
24,13,1,3,0,0,0,0,60,1,1,1
78,13,0,2,0,1,0,1,40,1,0,2
49,9,0,2,0,1,1,0,40,0,1,1
50,10,0,2,0,1,0,0,40,1,0,0
34,9,0,2,0,1,0,0,45,1,1,2
43,6,0,2,0,1,0,0,40,1,1,1
24,11,1,3,0,1,0,0,30,1,1,1
63,10,0,2,0,1,0,0,48,1,1,0
52,10,0,2,0,1,0,0,40,1,0,0
36,11,0,2,2,1,0,0,40,1,1,0
36,13,1,4,0,0,0,0,40,1,1,1
44,10,0,2,0,1,0,0,40,1,1,1
44,9,1,3,0,0,0,0,39,1,1,0
36,8,0,2,0,1,0,0,48,1,1,1
23,10,1,4,3,0,0,0,20,0,1,1
24,9,1,4,0,1,0,0,35,0,1,1
62,9,0,2,0,1,0,0,40,1,1,0
43,13,0,2,3,1,0,0,40,1,1,1
41,12,1,4,0,1,0,0,40,1,1,1
42,13,0,2,0,1,0,0,45,1,0,1
54,13,0,2,0,1,0,0,40,1,0,1
23,9,0,2,0,1,0,0,40,1,1,1
58,9,1,0,0,1,0,0,40,1,1,1
59,13,1,3,0,0,0,0,25,1,1,1
26,13,0,2,0,1,0,0,40,1,1,1
35,10,0,2,0,1,0,0,50,1,1,0
34,9,0,1,0,0,0,0,40,1,1,1
31,11,1,3,1,0,0,0,40,1,1,1
43,13,0,2,3,1,1,0,40,1,0,1
17,6,1,4,0,0,0,0,10,1,1,0
46,9,0,2,0,1,0,0,58,1,0,1
40,10,1,3,0,1,0,0,50,1,1,1
51,9,1,3,0,1,1,0,40,1,0,2
21,9,1,4,0,1,0,0,40,1,1,1
36,10,0,1,0,0,0,1,15,1,0,2
56,10,0,2,3,1,0,0,40,1,1,1
31,10,0,2,0,1,0,0,65,1,0,1
23,7,1,0,0,0,0,0,40,1,1,1
57,13,0,2,0,1,0,0,45,1,1,0
69,10,0,2,0,1,0,0,25,1,1,1
28,13,1,3,0,0,0,0,60,1,1,1
33,13,0,1,0,0,0,0,40,1,0,1
17,7,1,4,0,0,0,0,20,1,1,1
50,9,0,2,0,1,0,0,40,1,0,1
25,9,1,3,0,1,0,0,50,1,1,1
30,9,1,3,0,0,0,0,40,1,1,1
43,10,0,2,0,1,0,0,45,1,1,1
29,9,1,5,4,1,0,0,40,0,1,1
23,12,1,4,0,0,1,0,25,1,1,1
25,13,1,4,0,1,0,0,40,1,1,1
30,12,0,2,0,1,0,0,40,1,1,1
45,9,0,2,0,1,0,0,40,1,0,1
26,12,0,1,0,0,0,0,40,1,1,1
39,14,0,2,2,1,1,0,40,1,0,1
38,14,1,3,3,0,0,0,38,1,1,1
31,9,1,3,0,0,0,0,40,1,1,1
36,10,1,0,0,0,0,0,40,1,1,1
40,9,1,0,3,0,0,0,40,1,1,1
43,9,0,2,0,1,0,0,40,1,0,1
31,6,1,3,0,0,0,0,40,1,1,1
76,14,0,2,0,1,0,0,10,1,1,2
34,10,0,2,0,1,0,0,55,1,0,1
35,9,1,0,0,0,0,0,40,1,1,1
53,11,1,3,0,1,0,0,35,1,1,1
46,10,0,2,0,1,0,1,55,1,0,1
19,9,1,4,0,1,0,0,25,1,1,1
23,13,1,3,0,1,0,0,40,1,1,1
27,6,0,1,3,0,0,0,30,1,1,1
26,13,1,5,0,0,0,0,40,1,1,1
56,9,0,2,0,1,0,0,40,1,1,1
36,10,1,0,0,0,0,0,40,1,1,1
27,9,1,0,0,1,0,0,40,1,1,1
60,9,0,2,0,1,1,0,40,1,0,1
44,10,1,3,0,0,0,0,45,1,1,2
34,10,0,1,0,0,0,1,40,1,0,1
59,9,1,0,0,0,0,0,50,1,1,1
42,9,0,2,0,1,0,0,40,1,1,1
59,4,0,2,0,1,0,0,40,0,1,1
61,9,1,0,0,0,0,1,25,1,1,1
25,9,1,4,0,1,1,0,40,1,1,1
31,10,0,2,0,1,0,0,50,1,1,0
27,8,1,4,0,1,0,0,50,1,1,1
38,14,1,3,0,0,0,0,40,1,1,1
37,12,0,2,0,1,0,1,45,1,1,1
44,9,0,2,0,1,0,0,48,1,0,1
28,13,0,2,0,1,0,0,45,1,0,1
29,14,1,3,0,0,0,0,50,1,0,1
29,10,1,4,0,1,0,0,40,1,1,1
46,9,0,4,0,0,0,0,15,1,1,1
27,13,1,3,3,0,0,0,60,1,1,0
37,3,0,2,0,1,0,0,40,0,1,1
57,11,1,3,0,0,0,0,47,1,1,1
66,9,1,0,0,0,0,0,35,1,0,0
46,9,0,2,3,1,0,0,46,1,0,1
47,9,0,2,0,1,0,0,55,1,1,1
24,9,0,2,0,1,0,0,40,1,1,1
48,5,1,3,0,0,0,0,40,1,1,1
32,9,0,2,0,1,0,0,40,0,1,2
64,9,1,3,0,0,0,0,40,1,0,1
20,10,1,4,0,0,0,0,10,1,1,1
47,9,0,2,0,1,1,0,32,1,1,2
28,10,0,1,0,0,1,0,32,1,0,1
23,9,1,3,0,1,0,0,30,1,1,1
43,10,0,2,0,1,0,0,50,1,1,2
36,10,1,0,0,0,0,0,40,1,1,1
35,11,1,3,0,1,0,0,35,1,1,1
42,9,0,2,0,1,0,0,45,1,1,1
50,4,0,2,0,1,0,0,40,1,1,1
17,7,1,4,0,1,1,0,20,1,1,1
19,10,1,4,0,0,0,0,40,1,1,1
61,9,0,1,3,0,0,0,40,1,1,1
46,10,0,2,0,1,1,0,60,1,1,2
24,12,0,1,0,0,0,0,40,1,1,1
50,4,0,2,0,1,0,0,20,1,1,1
45,14,0,2,0,1,0,0,65,1,0,1
22,10,1,4,0,0,0,0,20,1,1,1
53,9,0,2,0,1,1,0,40,1,0,2
21,10,1,4,0,1,0,0,20,1,1,1
24,13,1,4,3,0,0,0,40,1,1,1
30,13,0,2,2,1,0,0,40,0,0,1
36,2,1,3,0,1,0,0,40,0,1,1
62,11,1,3,0,0,0,0,40,1,1,1
56,13,1,3,0,0,0,0,60,1,1,2
33,10,0,2,0,1,0,0,50,1,0,1
24,13,1,3,0,0,0,0,40,1,1,1
44,14,1,3,0,1,1,0,45,1,0,1
25,10,1,3,0,0,0,0,60,1,1,1
45,9,1,3,0,0,0,0,40,1,1,1
19,8,1,4,0,0,1,0,40,1,1,1
27,11,0,2,0,1,0,0,35,1,1,1
45,9,1,4,3,0,0,0,25,1,1,1
55,4,0,2,0,1,0,0,50,1,1,2
28,13,0,1,0,0,0,0,40,1,0,1
31,12,1,3,2,1,0,0,40,1,1,1
42,10,1,0,0,0,0,0,45,1,1,1
49,9,0,2,0,1,0,0,52,1,0,1
60,5,0,2,0,1,1,0,37,1,1,1
44,13,0,2,0,1,0,0,45,1,0,0
18,7,1,4,0,1,0,0,5,1,1,1
18,9,1,3,0,0,0,0,35,1,1,1
63,12,1,3,0,1,0,0,40,1,0,1
28,14,1,3,3,0,0,0,45,1,1,1
51,9,0,2,0,1,1,0,40,1,0,1
35,9,1,3,0,1,0,0,60,1,1,1
27,13,1,4,0,1,0,0,35,1,1,0
42,12,0,2,0,1,0,0,55,1,0,1
53,6,1,0,3,0,0,0,40,1,1,1
38,9,0,2,0,1,0,0,50,1,1,1
46,9,0,2,0,1,0,0,40,1,0,1
23,10,1,4,0,1,0,0,40,1,1,1
25,10,0,2,0,1,0,0,50,1,1,1
31,9,1,3,0,0,0,0,40,0,1,1
31,10,1,0,0,0,0,0,48,1,1,1
30,13,1,3,0,1,0,0,40,1,1,0
57,9,0,2,0,1,0,0,40,1,1,1
55,9,0,1,0,0,0,0,50,1,1,1
35,10,1,3,0,1,0,0,40,1,1,1
19,9,1,4,0,1,0,0,40,1,1,0
23,5,1,4,2,1,0,0,20,0,1,1
20,10,1,4,0,0,0,0,30,1,1,1
43,12,1,3,0,0,1,0,40,1,1,1
55,10,0,2,0,1,0,0,36,1,1,1
58,9,1,3,0,0,0,0,40,1,1,1
51,13,1,3,0,1,0,0,40,1,1,0
33,12,1,3,0,0,0,0,40,1,1,1
29,9,1,4,0,1,0,0,40,1,1,1
59,9,1,3,3,1,0,0,40,1,1,0
23,11,1,0,0,1,0,0,50,1,1,1
22,9,1,4,3,0,0,0,40,1,1,1
23,10,1,0,0,0,0,0,48,0,1,1
37,13,0,2,0,1,0,0,40,1,0,2
26,9,0,2,0,1,0,0,40,1,1,1
32,3,0,2,0,1,0,0,48,1,1,1
17,7,1,4,0,0,1,0,20,1,1,1
34,13,0,2,0,1,0,0,40,1,0,1
34,4,0,2,1,1,0,0,45,0,1,1
47,10,0,2,0,1,0,0,45,1,1,2
30,13,0,1,0,0,0,0,40,1,1,1
40,11,0,2,2,1,0,0,40,1,0,1
34,6,0,2,0,1,0,0,35,1,1,1
24,9,1,0,3,0,0,0,40,1,1,1
57,14,0,2,0,1,0,0,40,1,0,0
35,9,0,2,0,1,0,0,40,1,1,2
38,9,1,3,0,0,0,0,38,1,1,0
44,14,1,3,0,1,0,1,42,1,1,0
28,13,1,4,0,1,0,0,40,1,1,1
40,13,1,3,0,1,0,0,50,1,1,2
34,11,1,3,0,1,0,0,40,1,1,2
33,10,1,3,3,0,0,0,40,1,1,0
61,15,0,2,0,1,1,0,20,1,0,1
25,14,1,4,0,1,0,0,20,1,1,0
30,9,1,0,0,1,0,0,40,1,1,1
53,13,0,2,0,1,0,0,40,1,0,0
54,14,0,2,0,1,0,0,60,1,1,1
22,4,1,4,0,1,0,0,35,1,1,1
36,12,1,0,2,0,0,0,40,0,1,1
38,7,0,2,0,1,0,0,45,1,1,1
30,13,1,4,0,1,0,0,18,1,1,1
28,11,1,3,0,1,0,0,40,1,1,1
23,9,1,4,3,1,0,0,16,1,1,1
48,14,1,3,0,1,0,0,40,1,1,0
56,13,1,3,0,0,0,0,45,0,1,1
39,10,0,2,0,1,0,0,50,1,0,1
32,15,0,2,0,1,0,1,60,1,0,1
47,9,1,0,0,0,0,0,32,1,1,1
48,13,1,3,0,1,0,0,50,1,1,2
34,14,1,4,0,1,0,0,50,0,1,2
23,9,1,4,0,1,0,0,40,1,1,1
39,15,0,2,0,1,1,0,60,1,0,2
22,13,1,4,0,0,0,0,12,1,1,0
46,10,1,3,0,0,0,0,40,1,1,1
45,7,1,3,3,0,0,0,20,1,1,1
42,9,1,3,0,1,0,0,20,1,1,1
53,9,1,3,0,1,0,0,39,1,0,1
32,14,0,2,0,1,0,0,50,1,1,0
38,13,0,2,0,1,1,0,40,1,0,1
29,9,1,0,3,0,0,0,40,1,1,0
51,10,0,2,0,1,0,0,45,1,1,1
58,9,0,2,0,1,0,0,40,1,1,2
33,5,0,2,0,1,0,0,40,1,1,0
41,9,0,2,0,1,0,0,8,1,1,1
40,12,0,2,0,1,1,0,36,1,0,1
21,6,0,2,0,1,0,0,30,1,1,1
30,13,1,3,0,1,0,0,50,1,1,1
25,15,1,3,0,0,0,0,20,1,1,1
24,7,1,3,2,1,0,0,45,1,1,0
51,13,0,2,0,1,0,0,45,1,1,0
47,15,0,2,0,1,0,1,55,1,0,2
30,11,1,3,0,1,0,0,45,1,1,1
25,10,0,4,0,1,0,0,50,1,0,0
34,10,1,4,0,1,0,0,72,1,1,0
30,9,1,3,0,1,0,0,44,1,1,1
48,10,0,2,0,1,0,0,40,1,1,1
34,11,0,1,1,0,0,0,27,1,0,1
28,9,0,4,0,0,0,0,40,1,1,1
48,10,1,3,0,1,0,0,40,1,1,2
36,9,1,4,0,0,0,0,40,1,1,1
34,10,1,3,0,1,0,0,40,1,1,1
34,9,1,0,0,0,0,0,40,1,1,1
49,4,0,2,0,1,1,0,50,1,1,1
47,7,1,3,0,0,0,0,38,1,1,1
25,9,1,5,0,1,0,0,40,1,1,1
19,10,1,4,0,1,0,0,25,1,1,1
55,10,1,3,0,0,0,0,35,1,1,1
33,10,1,3,0,1,0,0,50,1,1,0
29,13,1,3,0,1,0,0,45,1,1,1
47,10,1,5,0,0,0,0,40,1,1,1
30,13,1,3,0,0,0,0,50,1,1,1
23,9,1,4,0,0,0,0,35,1,1,1
41,10,0,1,0,0,1,0,40,1,0,0
77,9,1,3,0,0,0,0,10,1,1,1
30,13,1,3,0,1,0,0,40,1,1,1
28,9,0,1,0,0,0,1,50,1,1,1
24,13,0,2,0,1,0,0,55,0,0,1
40,13,0,2,0,1,0,0,40,0,0,2
19,9,1,4,0,0,0,0,15,1,1,1
38,13,0,2,3,1,0,0,52,1,1,0
29,13,1,3,2,1,0,0,1,0,1,1
26,14,1,3,0,0,0,0,40,0,1,0
33,9,1,3,0,0,0,1,40,1,1,1
43,10,0,2,3,1,1,0,40,1,0,1
29,9,0,1,2,0,0,0,35,0,1,1
31,13,0,2,0,1,0,0,51,1,1,0
70,5,1,3,0,1,0,0,45,1,1,2
45,13,0,2,0,1,0,0,77,1,1,2
37,13,0,2,0,1,0,0,45,1,0,1
68,10,0,2,0,1,0,0,30,1,1,2
47,9,0,2,0,1,0,0,40,1,1,2
60,13,0,2,0,1,1,0,40,1,0,2
56,9,0,2,0,1,0,0,40,1,1,1
52,4,0,2,0,1,0,0,40,1,1,1
45,10,1,0,3,0,0,0,40,1,1,1
18,8,1,3,0,0,0,0,30,1,1,1
57,8,0,2,0,1,0,0,40,1,1,1
52,10,0,2,0,1,0,0,55,1,0,2
59,4,0,2,0,1,0,0,40,1,1,1
47,10,1,0,0,0,0,0,25,0,1,1
38,12,0,2,0,1,0,0,55,0,1,1
32,13,0,2,0,1,1,0,50,1,0,1
25,5,1,0,2,0,0,0,40,0,1,1
47,9,0,2,0,1,0,0,60,1,1,1
32,10,1,0,0,0,0,0,40,1,1,1
35,9,0,2,0,1,0,1,40,1,1,0
35,10,1,5,0,0,0,0,40,1,1,1
30,9,0,2,0,1,0,0,55,1,1,1
67,10,1,3,0,0,0,0,16,1,1,1
25,10,1,3,0,0,1,0,25,1,1,1
42,9,1,5,3,0,0,1,40,0,1,1
69,6,1,3,0,1,1,0,45,1,1,2
30,14,0,2,2,1,0,0,10,0,1,0
59,9,1,3,0,1,0,0,60,1,1,2
55,9,1,3,0,0,0,0,40,1,1,1
47,13,1,3,0,0,0,0,5,1,1,2
