x,y,z
563.1800129,76.3144828,a
611.5614002,93.33827549,a
557.7732143,130.2656074,a
664.0573291,110.3731913,a
637.2295263,103.6010727,a
615.327058,147.0818603,a
612.7968482,97.75031512,a
585.6021039,79.49851151,a
650.3062643,73.76961651,a
570.4706377,96.87675722,a
606.0129301,87.0207581,a
593.4645658,38.58851859,a
541.8156153,37.78670771,a
600.6803292,128.2846473,a
570.831447,8.15536761,a
538.1880299,50.83734792,a
562.8466392,83.35245751,a
561.297332,105.2441956,a
528.7855531,92.9556824,a
529.9188774,-6.2101645,a
552.9209167,7.488299211,a
557.8624237,41.97236057,a
527.7351949,63.51721689,a
500.6338271,0.343997247,a
592.8109191,45.3805116,a
611.2586003,50.41516781,a
606.458763,56.21391825,a
596.8063356,63.32967109,a
607.4457289,14.88372709,a
621.0372468,14.11053174,a
570.8992681,46.00255319,a
593.7741314,60.40542938,a
586.2237521,56.87579343,a
604.9650328,100.2607984,a
583.5511447,53.34479112,a
582.1695214,75.30285187,a
583.9433621,100.4021351,a
601.9644997,24.63368185,a
592.9153369,21.20413108,a
592.7863024,9.601927265,a
618.9040694,53.23904694,a
697.6128338,94.61815726,a
709.4440356,88.09718825,a
712.0718947,50.61551963,a
636.3747778,113.7398912,a
676.4041622,134.7189055,a
691.8819155,91.65491793,a
672.5785662,53.54121348,a
633.2024855,85.14302127,a
691.1371609,71.63922651,a
670.0086086,56.84606334,a
653.8559917,68.22508048,a
661.2144103,12.16434959,a
656.7671139,66.6942625,a
708.624018,62.33525032,a
633.5956254,88.19407533,a
711.8173139,87.88393837,a
658.5405372,80.60098493,a
666.0716197,52.8083164,a
654.4676668,-6.799497438,a
693.8263145,50.20944595,a
757.6468272,26.04886465,a
638.4648075,49.41878323,a
681.7746316,24.60397836,a
654.3962345,31.42776217,a
641.435807,55.44880301,a
656.4375313,30.94179543,a
676.6159346,38.2717158,a
634.1212247,45.27713642,a
686.4872563,66.54683517,a
601.7618471,12.73250462,a
700.7007806,58.93792644,a
709.8974672,83.11435408,a
709.8563628,74.18904583,a
701.6901965,90.42147812,a
746.8516565,57.79839227,a
12.27995909,197.0760894,a
28.86508679,185.514829,a
24.28611358,215.2194497,a
50.73364787,192.2832189,a
0.690454795,205.2089174,a
67.73641435,205.6701549,a
194.7995678,237.0625758,a
178.2064367,214.6692975,a
191.7679337,192.5265145,a
588.2692328,139.3306662,a
594.4551362,92.20839203,a
380.2747863,271.7054296,a
447.3226953,172.9664622,a
383.2994875,220.7260798,a
595.2909356,249.7880065,a
512.7913586,152.1106819,a
639.2428274,165.2991917,a
643.0933712,212.4342983,a
657.7965255,127.81214,a
645.4479641,200.0257466,a
680.5063287,154.1207276,a
-9.473925445,212.6418158,b
7.238061388,250.5230573,b
28.08543004,293.6217825,b
75.14853386,264.4223353,b
119.8375558,277.2436206,b
139.3241258,293.684824,b
138.4967915,291.6160274,b
103.5378684,316.9785041,b
103.3293922,258.0557614,b
109.3024119,225.7961754,b
95.68975492,265.0584542,b
137.6089529,267.3808406,b
118.2291782,291.6849211,b
137.8972213,236.7812848,b
133.8901141,260.6817565,b
163.9412183,152.3844563,b
143.7190897,262.4453108,b
152.8860119,238.9327105,b
121.6280032,253.5636056,b
137.0252835,222.9950395,b
68.4033645,214.4676407,b
91.82432036,261.8772033,b
94.53116618,246.0230849,b
57.37891532,196.9071714,b
113.1247449,205.1224705,b
62.01241143,266.8399059,b
25.96387148,244.1281264,b
114.9703721,249.5594194,b
56.31234583,256.2140959,b
86.98137201,317.601236,b
99.5192429,277.3473772,b
96.32289313,298.6164832,b
173.0893096,300.398966,b
126.6905191,330.1809259,b
101.1643757,315.6000328,b
163.5430248,343.8813515,b
153.534171,304.7107365,b
133.9496424,342.820838,b
143.4843497,356.2177237,b
190.8174215,316.474323,b
177.4173139,330.0455932,b
200.2589245,306.9075403,b
142.228147,352.2497449,b
193.2647534,283.7826009,b
203.2379334,312.5097213,b
188.5065962,354.7765271,b
199.3257705,277.2123331,b
210.949364,307.8718424,b
203.8150831,240.0452765,b
184.2295552,291.7666862,b
199.765477,345.6604722,b
186.8108998,249.1028171,b
189.5565286,324.3113832,b
211.5470037,317.6535987,b
200.7354598,285.7475631,b
168.0829213,341.2521807,b
163.6878423,278.8737713,b
148.0527956,287.691193,b
174.0720391,253.9330169,b
203.8505321,303.1491447,b
191.4171927,255.1297302,b
181.3081371,274.460406,b
155.7241193,244.4291597,b
149.2879387,254.5525231,b
147.4166985,298.1637322,b
130.6578761,274.7820977,b
100.1525687,300.768654,b
101.3984915,257.2204738,b
118.8128755,294.7818338,b
149.2122897,334.6773515,b
132.1510937,307.4771006,b
120.9494681,262.7358618,b
145.102337,335.0699574,b
128.6624738,312.2635152,b
170.4832225,338.7276199,b
169.2703802,345.5649935,b
186.4184723,369.4789963,b
176.64162,388.0027633,b
201.4349467,379.7342415,b
218.5150766,401.0288636,b
176.3007458,365.6541316,b
217.0419183,384.3641096,b
213.6991329,343.155401,b
196.954361,355.3754248,b
242.7401669,361.4322314,b
246.0972732,356.1975786,b
201.4009838,387.9643211,b
200.1583693,376.594525,b
221.4096956,318.5213834,b
224.9001949,369.5979644,b
230.122261,365.1602129,b
247.2582782,332.6201324,b
272.9088094,391.4886948,b
223.1548393,299.6022062,b
185.7346356,317.7826081,b
209.5642268,296.7163831,b
161.2670089,229.1337657,b
280.145452,370.9312041,b
280.1839043,348.1554568,b
292.5194513,374.1343547,b
333.000187,396.1605593,b
365.0430173,374.2052149,b
361.4341458,366.0695362,b
337.6996971,314.6373547,b
379.3675481,330.5004122,b
301.5571832,349.8755553,b
360.6876622,315.1438883,b
314.2363797,377.1006514,b
323.9635159,377.4843827,b
306.0996484,349.9291582,b
356.8437237,398.9208729,b
341.5944197,367.7878831,b
351.0477663,354.8302226,b
381.4024397,404.7085905,b
370.0826977,413.0441959,b
379.2389167,395.1707813,b
388.906841,385.0565567,b
366.5044786,427.3145266,b
400.836105,411.6977634,b
355.8348327,487.7205905,b
422.3151409,508.671826,b
403.6366112,423.3981757,b
357.2505909,463.3299984,b
356.2038157,369.33701,b
302.3996113,395.1258121,b
347.9476558,368.9417564,b
299.0414413,397.6198419,b
336.3880575,381.2675037,b
302.0854106,384.8932086,b
335.9275595,348.1883034,b
349.2300452,343.1792291,b
301.2999145,374.9077111,b
348.6017131,370.9208133,b
434.6400665,402.5153711,b
420.1519523,365.7343958,b
452.427397,393.8781385,b
431.9881146,417.0866773,b
456.1230623,425.2850263,b
419.0504976,437.0100761,b
436.4851593,402.3504679,b
459.7337798,410.2371151,b
451.2314069,380.5225329,b
468.25547,360.2076329,b
404.1205373,377.9710848,b
420.8447109,382.3033269,b
405.8411012,388.1182014,b
414.8686726,479.6190205,b
399.5628272,425.6922411,b
398.0465453,380.7078974,b
436.4375206,399.4298338,b
412.0141399,485.4821626,b
454.4377244,412.6910277,b
491.5487929,462.3527296,b
477.2659268,400.9148974,b
506.8307228,428.2712528,b
518.8847458,441.5081424,b
427.6308442,430.9328965,b
495.0984882,377.5092945,b
500.0542469,438.3344361,b
508.1849827,421.8844734,b
490.3814884,432.5669825,b
513.0187368,409.7254861,b
527.8428013,462.9681999,b
520.5045857,412.0266365,b
529.8736501,479.8380457,b
527.6118234,466.9832748,b
462.3019047,494.5097271,b
511.6036453,519.097976,b
536.5135705,558.4172817,b
475.3155544,495.6769849,b
542.8417028,478.4821209,b
484.7666837,470.911683,b
456.674147,446.2191941,b
483.4459144,462.8010341,b
475.3322872,461.4680244,b
476.8317783,400.5200473,b
492.357939,415.1309191,b
521.6149105,417.2217859,b
502.6647861,405.82497,b
553.5252915,418.4560409,b
514.0837054,424.420742,b
547.8925302,462.414027,b
564.3103674,431.5411757,b
598.0645627,387.7215434,b
532.8321961,400.8235407,b
574.3283455,422.9406715,b
574.9518234,424.0312372,b
677.17344,438.3957205,b
612.7190328,464.6528406,b
571.3804369,413.1444748,b
475.07159,309.4906524,b
464.0296977,311.7081161,b
549.9446482,350.2442912,b
584.4899473,366.9497595,b
129.6217639,340.6675262,b
113.4018795,413.520544,b
100.9720838,370.9081582,b
112.1646309,418.6538464,b
118.4756689,404.5081449,b
89.55062112,417.5993225,b
134.7034909,411.08861,b
217.4006664,423.5313605,b
242.0425902,479.7617506,b
335.5734266,509.453495,b
311.3402853,493.6134287,b
299.3235059,453.6354072,b
325.7925953,402.8699106,b
699.1768808,482.0392969,b
655.8273148,487.3754577,b
66.24707471,466.1199478,c
40.43771935,445.2135074,c
23.04563754,455.7885665,c
59.34682902,433.9758506,c
25.39077888,447.8613959,c
105.547865,486.9687412,c
41.15383869,450.3224837,c
64.10461025,429.2989093,c
75.3361967,517.8805001,c
117.4061001,474.4026158,c
116.939441,456.7714602,c
132.9792065,429.1113918,c
73.90131062,415.6550604,c
134.153862,497.9782341,c
60.12007021,440.6664332,c
89.97059056,409.9278026,c
49.57286206,346.475626,c
39.3881853,385.5229911,c
35.75592291,398.6692178,c
81.93255114,412.2742426,c
17.10862529,425.702866,c
68.93221723,423.8208665,c
134.8422033,446.740209,c
115.3498059,438.514259,c
116.8347219,465.5540041,c
209.7134409,438.5135479,c
130.3622252,417.3870437,c
101.9704851,416.3586489,c
116.181129,412.0672922,c
158.6794033,409.5342175,c
126.2625987,409.8347083,c
136.6124901,388.2008634,c
202.0854086,371.1899724,c
185.4424386,394.0065384,c
185.5779098,407.1886418,c
184.4516063,416.8417399,c
142.6201509,433.3613928,c
173.4864159,385.5240393,c
143.045776,404.5945872,c
161.0068771,412.618745,c
178.4199744,334.8847216,c
167.4524619,337.9692162,c
164.043288,346.7419953,c
186.4143936,350.9072745,c
210.2064238,313.8478484,c
246.2170617,324.9523397,c
272.4910504,386.9701201,c
248.6516727,293.3929107,c
193.8481394,273.8268802,c
210.8422248,348.4158334,c
170.0516874,433.3922977,c
222.3676855,402.9944644,c
233.9583249,426.454417,c
257.9748704,442.1214559,c
219.9320008,395.5320773,c
286.6573756,346.3982999,c
265.2510018,299.1444161,c
234.6451467,280.9021676,c
234.2047453,311.8640932,c
250.9336548,296.8516571,c
284.9330275,333.7846459,c
282.4723735,298.4320156,c
307.039635,316.6147162,c
307.6965589,321.335957,c
283.7005779,252.951317,c
272.6885774,245.2854406,c
261.1641385,303.31018,c
269.7619383,297.4996431,c
362.3884176,287.3108485,c
325.5778016,289.2093423,c
364.1872231,221.4549097,c
378.3241928,231.0932946,c
356.4156768,233.1107367,c
331.4385177,232.4421026,c
342.871132,282.7483194,c
296.1720894,270.9342488,c
381.2424312,328.2949946,c
357.4552222,291.3691234,c
379.2225232,281.546098,c
409.1387567,250.6649087,c
298.4702035,251.10972,c
341.4475307,221.4344603,c
358.6224685,282.8753475,c
364.9932741,272.7354531,c
379.5604955,234.7979325,c
369.7145168,212.5616609,c
390.3519777,250.5526628,c
370.3921376,218.4946019,c
288.1834203,249.8774193,c
358.3027068,238.3247481,c
309.0556253,264.4767913,c
320.388239,179.7747378,c
351.0512956,207.3264829,c
341.4514326,182.9813337,c
306.9035472,229.1120319,c
358.4614051,220.6495678,c
344.3901991,238.3041578,c
329.0385405,245.106353,c
304.9304026,256.222649,c
307.7794866,262.9270723,c
321.6382975,221.1681704,c
309.9323422,231.3602167,c
383.4185111,182.2171636,c
396.4438023,139.531208,c
438.4158958,116.9529008,c
480.6248177,182.3300403,c
490.2904032,128.880661,c
421.153044,203.1912717,c
460.4712088,164.5013423,c
351.467436,176.248298,c
411.3778854,178.6415591,c
456.5421549,250.0764092,c
433.1071188,226.4997083,c
514.4118548,194.9460486,c
500.6850173,163.343774,c
473.130473,120.8271494,c
500.4486822,175.5961306,c
470.2358975,114.0278191,c
520.5549055,136.9541778,c
529.7885968,97.81828746,c
567.1493347,155.8648902,c
525.4845838,94.82215554,c
536.178946,88.45585287,c
492.72302,102.6106726,c
498.8507877,28.66245096,c
529.8984312,7.39295018,c
544.2434121,9.594473821,c
557.8474563,16.72944501,c
530.5893393,58.57723913,c
544.6532659,46.31230976,c
529.2814391,93.5237872,c
513.7870881,49.30317636,c
453.7084489,103.7140365,c
507.6042683,49.3738535,c
531.651454,30.71570645,c
549.9904779,55.46953487,c
547.1861995,45.69153341,c
578.3522031,70.0357983,c
541.1963956,42.51488295,c
550.6508658,59.26943119,c
573.2900815,69.99874124,c
625.7866748,2.172548559,c
629.1347491,-35.52949451,c
584.0577312,15.37466786,c
608.0178988,-6.98344817,c
337.4575532,300.0355517,c
386.1873277,250.9965555,c
377.5939265,232.606485,c
361.6518176,187.964705,c
390.5610392,268.0776872,c
392.8905482,265.7387938,c
387.5271602,240.0572543,c
558.5141008,271.3574539,c
514.2533658,263.3952596,c
500.086459,258.0155172,c
471.6039592,225.4835535,c
431.4448614,244.4956507,c
511.9939937,176.7822144,c
494.3132853,148.1193564,c
471.99552,126.0588081,c
509.1694457,149.1682627,c
253.3729918,113.407719,c
185.5451792,141.3063908,c
183.0704545,145.8664094,c
221.2603175,123.5444157,c
423.6645951,168.0310715,c
444.9785478,191.8818661,c
458.5571792,122.2400485,c
479.814852,38.69696974,c
487.2148007,110.9672767,c
530.5740318,52.70165046,c
534.4098941,22.77658311,c
495.887084,9.666174566,c
565.9226227,50.40983118,c
535.8438659,76.78636324,c
613.4149264,-6.865259847,c
253.4893089,434.9206376,c
301.2669816,464.8199805,c
265.0864053,485.2460243,c
300.725206,395.4920872,c
295.5615647,414.3514275,c
363.8655114,396.2996169,c
381.6642527,415.3534949,c
113.9148781,345.6278498,c
66.55758845,310.3254204,c
101.3739341,248.2802317,c
105.8266482,241.9194695,c
144.2366208,232.0915445,c
140.7817354,274.202204,c
178.4847742,269.7140721,c
186.6081647,163.7872512,c
