a1,a2,a3,a4,a5,a6,a7,a8,a9,a10
299.7302942513046,279.77665154559,470.9509956048095,259.58977512994204,417.342438178882,410.79919284958663,571.824391039454,120.58023271755562,574.6323184570762,266.0570668987047
276.45675352251243,20.8380217449814,183.4117461890071,358.54698324093295,215.44275299840814,130.1303079997246,206.41037370495022,401.69817758186593,603.9392485827814,116.83501755565462
408.4513381088445,297.492724472297,115.03100396329098,178.923828641506,466.37410044353066,401.23743886847416,416.45807716241376,113.6630499560062,607.8945620561497,183.7259792030776
258.3043573851053,414.85061120921404,400.01229654451095,106.33278474756763,470.80689098785115,419.1818875968276,117.2906929383613,173.6163598304888,565.197202387235,248.1177089798383
302.2918455526624,330.802070334127,535.3525855544368,171.55962657357406,401.4042830585764,367.83812314285876,445.2172956431817,150.65364907953114,524.9272564929788,105.265105864445
387.23590305838684,304.94490726606745,536.1297072250612,133.29230166974787,539.473210313287,346.40397624490174,177.83282491033407,372.02439063969064,210.4753021107999,138.4748459606797
20.72328161494736,217.41517448758066,473.48548376855376,169.777975942796,469.5518671441788,386.9184123997059,151.01224795916963,159.96564009803473,115.0355452308942,205.22753537667566
561.670912609488,362.12268432578617,189.32489907754658,420.5262505097116,230.2771866899128,74.76674661718806,373.0769031300708,61.06162199758636,266.7869312220316,466.83723129653384
281.2787617663155,91.72235619685753,107.69782501750099,372.4156515398046,185.2318481019501,312.30448161827917,44.148590730279736,94.27565884299509,638.0762490650513,394.20377509892114
409.6545153314859,-8.542956164188046,135.4648050200309,358.2686837883488,505.241200862903,355.75678398741724,505.7228865498709,67.45073494834298,612.1384107410335,201.75519422635668
186.8834073729351,63.598068527900345,158.12205635880494,366.3910949946769,464.45295568315674,464.14928628242075,49.88903829482405,81.14931584935677,556.9699288919388,406.52361282143795
664.8258387590037,153.256821821472,145.8384087679591,272.63522976844047,335.5483374556936,58.97062329993664,425.67091191394593,406.6000071528208,513.7477131769944,79.37472858429749
163.56149257055102,198.16283202360174,609.4800167647795,97.98974292543674,477.30313850371795,419.10238210695707,178.3128936790088,183.91572691794033,340.7280334106308,135.31520548718055
-3.7818426738238493,494.39628626999854,477.72473431395514,232.55065282449598,434.16873753212985,431.4151156937731,485.7605906639876,366.4114407803066,608.4580423017584,251.11189120574585
86.70540820522314,30.896447147454673,447.9832755330407,186.99207587446801,257.16652043299666,79.71867953013304,582.9536512625476,96.07914026299181,514.6442219390959,333.6126125783495
28.002871250312896,91.72743948719412,115.50733845632892,411.3679838172257,456.43159674002385,323.80275645592076,176.26809294640455,127.84838637916086,412.62430889890277,451.46667623293354
31.76010736561159,140.97875720152058,499.0181821956961,175.62357340687836,564.6941255455273,132.84280361165926,359.43156390302875,418.8549694550552,342.8095829719585,155.57234060715209
379.9024312372802,95.44132522880219,169.9821317081689,323.52757139336137,159.64053737116413,86.83028643379649,383.2845416701536,386.93599893954286,477.9245525770261,373.48212795651466
108.56118410982388,41.319505483043905,422.3957456784564,407.3899868785422,375.2990045286178,16.635143329296753,357.0756128320066,50.63352444478962,601.7767056354248,371.8575525301695
417.0408995946561,378.2042675493003,253.59117156306166,431.68195721288413,293.5884441147158,304.45303300368863,137.10800995595346,113.87599513456344,131.2163479552329,234.58838903240502
63.764755124906465,142.18989129106976,294.9268497615265,192.8192012531888,415.94667775733865,394.84861652452554,572.8545001304598,21.953439718443857,173.9421941571135,147.53889365569353
247.24261222089973,93.15048361171391,475.4215643010684,301.7556897716342,124.8056547075216,112.83764889351657,281.10876083951587,119.7346036106354,91.10967254482168,387.0991394517291
85.47566842279235,144.0520238816143,431.91998425944774,223.8771911052728,507.53359977135386,426.51229305440586,498.39801433706276,14.882902152386638,605.2898072826214,270.27651525723576
679.9195728205467,261.9024312218112,197.77233529895545,356.3455344400672,94.91755259046455,489.1870054568349,449.2642527760061,111.60267990149549,536.5860150020753,323.2558097335861
80.97378089965504,468.73814666769135,151.81964199156633,406.03694440460606,438.2596635919143,269.95642956331267,191.46130086160943,156.5707467679109,92.61933317273869,319.5457649945214
347.73706066364343,511.43171101044754,320.43972635772155,205.8513243653473,441.724316705703,393.0964188508419,519.8652236352241,113.31211808010691,668.3476801034867,188.2664184202893
152.25702579514964,31.98172486726728,109.76587636451711,291.09255540329343,126.53628395100888,117.54167401939003,258.3900346808357,461.0634105943172,427.3190285714444,428.74167624535954
630.297201447142,338.0350023487276,529.1094795990765,144.07969432495773,366.00634852908064,424.1614729673827,530.3385542710425,70.84387426507371,108.33046637036577,364.32251934245176
424.70559440090557,92.85876953847476,196.80948993620163,332.0348466341334,152.61912849097214,198.3732577662619,380.2516082629899,367.25790782379187,208.00868565149065,353.23083582629556
119.55962676092187,234.21776235095794,573.3380967164542,114.52457761264573,458.15580832920784,10.381784591297016,532.3031970142339,116.91128772594149,579.0757936736628,127.44499635631043
336.6944794738124,277.84408270121014,91.13351154613453,398.04166515548985,93.09018194781605,117.13083538030727,421.4526395366738,240.8651833251958,575.284281236463,363.532545615429
8.323978231330626,363.5173230954718,526.4713408895046,134.73933648697246,445.1150324730235,244.99667538390634,465.72785994858776,225.4335847927779,668.0892284958272,211.11542332077136
619.7745316133746,467.1675784639524,317.6856590021364,122.51790109327266,104.62786441667376,144.574560947751,320.2500483364837,275.4424704108348,486.720188241191,323.44561704067996
73.56572056457149,153.64485609008176,454.0440514053698,178.39790899689513,485.6558764305565,398.8024215951625,566.6925876400455,450.81444064055773,189.29881086757482,269.84305776283423
277.57497561809913,75.59380359006454,396.3101042843215,267.77712262017235,173.1997564107414,246.0607240493262,398.6634739859076,92.12160487389902,652.7119880401254,354.53028382953806
134.1553862231912,70.71063949480526,187.16940703455253,363.7140892047288,102.25353310855408,262.41317026139666,297.86971965515244,375.96810818537375,182.53495602789835,356.1398636050126
60.89314456710302,115.14136091552837,119.7982088059772,98.77478556930096,125.96231010776441,442.683297421092,375.6448590405301,137.35858532042883,178.7788712782708,418.20383021084206
276.8664321268926,88.6914509315139,308.17667439263846,351.169795359273,52.8521928803341,402.9463348071593,62.593177398139986,403.5445761966527,273.16360850297883,378.32806155215076
503.1866176228749,52.96757516193194,181.18281021273296,322.05603329927277,117.63187714571447,155.308566568417,203.24629672875986,163.0759988988527,278.41142125960465,416.74413364751723
282.7886261974974,67.77686706344643,109.74916619920916,352.11034430205973,383.2265083999092,96.84435106044488,412.0158880090481,397.18127152466104,287.9396664306167,394.62243630691404
395.0291395159585,170.6853384086256,428.78367304421334,158.84323479460505,361.4980225052358,188.59662282412518,182.41125932192398,120.44353662091645,495.73488723131607,183.61290077805248
307.40086924564116,65.5758546263005,437.38370602791764,175.02152284652956,144.1023935342062,338.01093974871367,363.89825753540555,329.42358605028437,387.5554812328618,365.40128948303266
203.26577624763786,348.6761914864582,142.6408287645467,308.5423718022043,110.21850515922101,113.10339940609241,282.6653642994747,429.8708474871504,254.2161664934027,428.54279757465395
170.02335182539733,418.2621238589079,145.67423201640497,299.32565116885536,424.17822708724594,245.00551587907006,145.73015052691838,379.15397137215723,225.49089799264746,224.98648931252663
39.220246517099746,465.30756279716064,380.8094888049236,387.189362787458,430.77569252304454,72.97161922362535,191.31990130658417,197.65510991391648,61.19200006757426,201.600539802084
209.2485935994415,115.37240536848853,240.75308071321925,345.3224364239703,185.52615352790363,302.5333922676859,345.36426422827145,21.8421774567042,359.7720392112538,342.4509671525098
215.009183416616,57.51939701987973,32.22765579103822,50.2562127134295,146.0683728743718,425.1498797549311,381.12476250847357,297.50205077346646,432.0899914955638,353.80779821383345
468.1276477809679,341.51759601873545,93.11397841646301,372.35990297167893,491.5462861874943,148.66134469597463,364.1270676041704,415.1607189295291,474.7462366166965,305.5408545243527
301.8075048734131,69.36533151016387,96.60786407014051,351.14097354167257,184.24266403154584,92.82768063488089,394.354261582001,102.31824591685924,510.0900768596788,406.58774570370986
327.3839749791586,272.3239810654846,166.08855463537662,85.3130757037614,70.20084179475705,302.5671911335202,396.6894512985041,439.65601959333156,190.93556446352747,366.12125315949453
248.47747305607217,43.650301158891494,185.62777311261848,368.9429271218913,71.04532129000037,127.50841597748183,280.9900649001619,453.13958432976546,607.8132669646008,393.01528919168413
114.78287972266963,236.25317317391975,502.86092193879597,121.90469560194899,591.2106528059788,422.06601580495254,544.5553718711813,47.33840605084127,598.8067497479586,246.89728814494532
316.0782117628658,307.2147633493842,450.9618241700136,402.4071275868498,65.84638399475531,28.81310336225062,242.99851419260003,139.72401086190447,103.71360318756612,196.72034661844472
-8.949525785188179,309.5377079788742,97.68185307062038,361.9908055962473,478.9157057531523,178.39752347906347,292.1060518533168,302.9267487115529,208.50946914022305,285.29359920993113
350.58133085921304,9.323850650716665,504.0558079420001,156.39925970944884,555.6146317490847,207.6838806028004,534.3629666607875,221.9122947937471,672.829274271121,223.75989317558188
67.35552310572598,199.99888102951564,200.10471261390288,327.3349763099333,408.7557717052432,423.6964000823298,515.4764678042075,289.22602664130204,582.5392324504061,226.15308175186078
691.3128240634232,497.06801796213716,394.2644864225629,209.77348332682084,104.30816485142638,496.3179868333616,452.8911198842792,120.72391650945781,129.07942319562727,284.9757493118701
159.435063558899,209.24737824158322,377.530863601256,262.0611265829809,121.50239238753247,406.29974042856526,116.56353298381018,403.72886737411665,78.83316611515005,167.46429703404706
90.59031793034083,212.77443679329917,459.15458381695305,190.46715239836826,413.1788772278333,311.95236576242513,570.9097901386194,122.36625189705549,150.09069387836104,201.6986006874959
529.8591319662256,407.03555074571386,394.84991836519043,84.449508061907,315.13982035924454,194.54280511485467,455.5586474576905,143.84400979062332,572.3590774240733,224.02031664283368
29.904295758828138,417.8806429441551,93.88191316872746,269.466981612871,508.22663277255407,32.907316389081984,587.7473952740122,45.48500056533888,293.86521262338044,251.37384948081564
230.0168810366942,47.19313142484877,515.0363381850775,138.00010044050578,465.0032658868216,294.4097575614343,127.8450920712973,384.5921583659384,134.8089781110195,358.8374286489147
495.2441346770726,431.24590405358754,128.72812858170568,277.7496016197592,154.88165347866834,399.61699765409196,529.284545940665,362.2718088259558,561.6580042851301,165.55282478350148
171.30581000714648,200.17813299852617,370.0580952703368,315.74609543145914,483.73245665332473,342.53459918394543,138.5895836714878,410.057877305747,511.39026200695685,187.20274969156375
557.4119762881563,209.91146230496366,506.7715897532442,210.50749165868245,77.81123933154159,136.34082420316926,362.7268664634299,104.74646144017754,545.4318752314101,450.57885543463595
236.29979983016568,234.88797889782893,480.2669851264269,77.71244983517921,495.6575036037448,339.0323374274213,112.96205262791855,403.59361936784006,152.1161572874989,123.49605098239181
218.00521457078003,250.549577254575,524.7835906635349,169.48087026796998,449.7357583711924,321.9839156900673,511.17222331676084,203.16091830131944,456.68994160290913,212.08933700163465
614.6647494530641,37.34967270142299,137.02137177497985,376.2422894542342,514.0039668210926,150.01644671526356,512.4408487023176,182.3014604779559,539.7839629767791,393.0400462880487
299.9844781672526,344.02309134204353,204.00933167693356,447.1801809008229,302.3977375135006,173.39750920788555,330.71331352422203,345.02378320681277,239.04171316827225,102.1657291020623
148.91586458455677,479.3446931403141,106.09455299331789,368.0497974572555,555.0156969036653,122.25625086507092,284.15304896030574,369.59456821237427,171.59700296034046,121.0582579558422
466.4546010626927,379.6746158645186,541.1726550013806,137.93041859933723,282.37852790695035,414.73757745118246,97.74917960336013,293.6601693289874,405.5431133376162,93.9025724472905
149.98170978394302,287.6110228103671,284.0581216075245,227.82441913032787,302.84075866049636,362.478023145791,445.71956971193134,200.6546015815726,49.559477034752575,143.90575716289473
693.180059551406,149.36929171806838,211.469377516158,355.9071121292834,130.64298411937952,17.303131453636183,270.4333837562183,151.91088723848708,499.09088396520144,339.6554530624491
589.8807583700698,475.99680756032234,427.42283805210246,274.9903090350551,442.10288789510594,183.40685328546823,450.4715725112065,58.15227514683853,481.56646246305263,266.7205768797334
296.77759298309434,102.5445756910366,471.831659444425,187.62216537367192,505.9382248998821,63.24856648156306,546.4110890873997,325.73061123269605,324.0588109642278,206.8961448492862
289.60850807533325,7.42500101372304,130.86988053695947,260.9953499952326,408.99781862700513,343.0263629831458,607.6899620225472,406.4409546078322,191.05334909515452,290.43521200451266
182.18196361533458,246.4316536242266,534.114970454092,108.03084042857046,527.8376630663503,373.65157369295355,529.3497805639851,475.3020804757991,560.224822173652,308.09144100120227
490.5574102608608,151.34105386295892,202.3795640137092,275.1566808187032,334.4861760658578,157.46422993108018,43.10335170328068,347.136360203985,190.16503691432763,87.98704789325146
578.3108258388817,50.86736613451423,202.18721193113706,364.85576317856817,427.29414451571574,334.89531920435076,221.87707074880242,370.4931652811269,446.6172958124439,350.3258755858209
189.5799310724057,243.5051683563617,530.2810453047873,171.24221903292903,221.19992479266892,361.4952017710482,458.53330449836716,297.7028138717157,314.4295623849258,172.26418757018774
242.37282119535865,327.46198283376253,453.1144025054178,121.0317822074683,482.79311033374574,503.9542014343236,153.83671518793915,352.27062683485167,114.41493401624268,199.10275591853912
305.2491992766197,209.94802364274562,212.62749363566348,459.997944394501,156.4337298412881,266.50359408867433,307.8706332741429,69.41042073529907,403.3659742018992,345.24784516362973
617.7639261389029,262.70342298978517,318.87950307792244,131.00951713926656,416.3774934220811,302.28676324727456,92.87692520245945,328.4351956392931,661.2233964889485,183.56492887345243
679.9363879344005,380.7407468060799,521.9760354573942,189.04706034301225,561.3548258730776,178.37013988912562,131.26155796970602,428.7036471793106,335.46414870473524,244.23195365350145
106.68293465608595,398.68264831117995,512.0962273975205,248.18493139812358,465.4784288298701,358.614930725286,60.46470866611388,344.7910932260468,122.07254776085563,387.0983875374638
323.3781146096315,339.68217190901413,516.0068820108568,175.47184852558496,435.0170133743853,403.9335900030407,504.883677059518,124.33768423940232,509.8071612962023,130.81591673759453
