class,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
b,0.5012395949144856,0.5301842923925704,0.5314912243825024,0.47035918753698724,624.4201013984969,273.1966337356972,194.66568536773673,181.1146911231329,442.1013337970498,297.3076139882561,253.06299330420677,154.168752748627,377.6702563243481,246.52514566092205
b,0.23184545495266468,0.7804262152496371,0.6613282453973923,0.8333108392030237,497.868549848414,420.0678730594288,524.4985428382471,221.48052199660793,397.18002606886466,392.51289170009403,346.18877233263214,157.28611703317645,638.4698386982129,32.38097704638297
d,0.17639548858792242,0.8740782334940996,0.7486166298875393,0.8284887823729702,372.46194084853414,100.34403605691843,522.818195341651,257.4262085751895,69.90279042838124,33.686116605158375,549.149071886002,243.73454183561566,25.23837754860414,106.6906830931158
d,0.7434621841414191,0.23895958244376875,0.5318879620757133,0.5693575481632032,328.8704055155715,373.96538413884645,395.36186082678523,258.27275083352004,688.3852227387374,92.81676882950866,556.8932875871878,83.43877093397836,24.03699498560649,454.82534333115075
d,0.6781001299784517,0.16243638184044124,0.3455030356332066,0.47193061058586455,304.68043746077404,200.3136312520548,247.75913113441644,139.4954542955229,544.4692215856751,256.9322148899871,163.6734227267028,189.64020717101283,-10.92799943335822,474.99023119973236
c,0.09666079195683559,0.06376056433013592,0.8516670279949535,0.22641642647485347,346.447170678552,193.41847523061006,131.74203254385037,109.20746972119291,136.91014462069433,115.05637576934933,278.748375914656,150.15540759998115,562.3382795578286,61.59655697844094
c,0.23449809025483376,0.25836981722872904,0.7683138639655948,0.22605933176562149,388.8448140306543,170.90859044694633,501.01142895979865,117.97223045005644,428.6112855651526,162.4613891401862,653.4028361833792,79.49124223538682,544.6849626182831,439.19492021028543
a,0.6289805900839297,0.8600620989444471,0.7760247198140321,0.1951275191947238,218.12983139762082,325.0517196731519,675.2228711917045,178.223197520907,22.123413693669438,26.92103315918423,259.8550497639924,180.6612302764563,620.9379371466367,253.9886013901893
d,0.015119694004317466,0.9884931473375143,0.16253111407605839,0.9202779215874288,378.37612116370167,158.4320392186907,63.711799977954286,78.11866444683238,610.135254149666,210.8457770273332,437.88469838397026,103.66139281443782,672.9696850193421,-27.05960812053907
c,0.8155792977276812,0.2708874732205723,0.29248199691554766,0.8471326811368687,297.2960650419955,355.6878794195014,3.816622129001317,25.14638937864664,208.98674116441214,152.96263472460666,650.6252468500858,87.9851094215353,538.4936969929903,125.09923181281331
c,0.28756836653843965,0.8490066049444096,0.7502209058429739,0.39743344449711404,432.9751750416472,98.54367080842336,134.2645312996424,84.13980588601231,111.17421797994083,132.5201726333277,101.21393994934246,237.37906794229553,275.5252284628986,217.44288216736115
c,0.8133442166808778,0.25974722384793775,0.75779681238254,0.30888307280858207,249.5037669101025,167.96035649433594,640.5841439381285,40.13759096055074,653.5566489534328,470.8962304226695,646.8219166425094,253.23163666902008,536.3518710178807,128.81691599453836
b,0.5105169573783198,0.2610091798396524,0.677990535249092,0.2586267914094955,580.9117155402838,371.8710851716554,518.6884832515697,134.96376877812523,410.4233175347773,129.17556266459928,234.81835900008832,178.98026060801814,69.51890411003866,434.2588847902167
d,0.39490918389333285,0.5113098108161879,0.553140770326438,0.8350675160993011,321.49947136784226,114.89259072452528,661.8032157893853,205.5295228172499,693.1334214574437,495.0070101487617,315.3864840539904,180.78669825733598,424.8459079343021,-27.025515008766874
d,0.5574158769783719,0.4802728578047512,0.56219667149687,0.5663644264953819,359.46850853205024,207.32107310743885,180.2669748019069,105.82598181143481,685.1992052161141,481.4201578508468,269.20448685973537,149.32318986595553,68.75951591541207,413.01950104177763
d,0.5660307399553853,0.059192396071495505,0.8194895913609324,0.3625470447401747,328.44638732044734,76.8509242204815,348.67062915402784,170.4054810934873,305.7348033318435,475.1459464233466,261.2023944597892,153.8289902482411,651.523372111344,47.66828191653189
c,0.5807592888453476,0.20938440081366755,0.7014007376123994,0.8409083997247166,268.5945307495268,390.9742569619014,396.87250159261555,73.46095151610672,214.0386285634788,166.1186024682943,195.5147101067758,143.42721448227567,364.75902905029835,292.64093797332634
b,0.3883720604288245,0.6828440828968888,0.39936868242156376,0.2523085228305043,627.3379211046113,283.78926855727383,118.06161005026324,130.14020214013655,445.98563788649517,146.22376884258512,428.7804720610065,123.82583787404543,232.33597456903735,310.8832846779059
b,0.705754226606945,0.2716676913739805,0.3616285928302763,0.7423144086650708,475.86988906645405,263.9401711081254,517.4066686192987,112.68922034234691,336.0240511592926,264.08423746246564,538.7296466964743,167.25310796214006,124.62790724318359,376.6151614580933
c,0.04218385897886746,0.8328993777614438,0.8654380139074173,0.7503586832734718,407.7123789825904,82.18508727360395,434.09673552960555,195.61755435114227,605.5080023089394,352.83624715611063,653.9475919628245,79.9467318886717,534.0189898419308,110.98909539734157
a,0.890199000131608,0.2830452381238822,0.6442891213302404,0.13631252867547378,174.64288799519886,300.0233135263735,525.2213814020014,253.6613179657714,207.832187403195,146.17178554411845,468.91977034569777,142.69250104485369,243.96211291477636,306.14919031017797
d,0.33174510656688483,0.6029576379195071,0.25645120194301496,0.5870571614018961,279.76857526496025,363.1104096299613,143.9474328113724,76.65442619559595,293.7050727615986,306.4308593574997,570.8313293676754,110.65434835010711,399.7058742482805,154.9500100706436
b,0.514249091061985,0.26100862576147815,0.6873274939570885,0.8330722756279727,564.9321299899126,292.83838259207585,149.2828068320497,104.5838605873759,489.64397105859183,369.0744502358015,127.31704074157159,181.3851159088959,-9.408210149030477,468.1430884457694
b,0.19568453288299592,0.786228366190692,0.3030198078367447,0.8148108983347531,588.8705678366304,363.8542861393765,718.2598683441702,104.41627466453826,243.01996532135496,153.43881395775924,98.25123852427858,199.71131742290623,403.0514120356157,219.97943635189816
a,0.3275856034621928,0.8483474560240296,0.5833820904293372,0.4778741389749356,198.88507676654942,325.1813801302259,606.8626757620835,255.88267363524713,258.48429185035434,225.80933708371643,552.6372918875217,126.25664724870447,398.61435696584914,150.57009610027438
a,0.2631926476834331,0.8347912292473798,0.6118855440170643,0.4486341390553943,205.86459882655717,445.12780968120126,141.2127597562134,115.16048009870806,269.11423836099345,219.07878125437372,579.6205263803137,66.07132353592802,388.7840664857746,244.78004662470354
a,0.9177111926359763,0.3206529634929484,0.24257456814182013,0.662889010058613,274.0336195061305,174.58298669767322,638.274926087357,255.7801642222186,687.1862916604773,333.9806503523813,499.00396881990156,73.01303842783085,654.0301754015138,90.93960559911875
a,0.5200724685600527,0.6258360689887349,0.46786982184603493,0.5424835579192295,233.77559353455518,320.63790876868063,162.25048162269852,165.34779900849864,344.2512224704028,171.76924473589062,57.06084930368705,180.7334544808033,460.15184315124264,168.83521616419117
a,0.3900557124415784,0.78828783466856,0.9358244463939213,0.43872396114641815,234.10663984716953,422.30455773130006,65.51522233207385,156.58720274322783,536.5605625574944,405.3785040602269,525.3155846792835,117.19360226996342,201.64085643338592,333.17727295149297
b,0.17031192099018458,0.7315910469407773,0.3455952032167563,0.8376618597076477,489.14687557243366,447.9700442347087,518.7659295339078,209.2993680334421,140.25219280683072,150.172406651873,678.4700766585833,57.14055266694222,241.19973151434098,310.2851654260545
b,0.7735456353052731,0.20093741814744642,0.30476519157289317,0.7870435878303143,594.2119237409279,351.2508607066946,59.09839825387313,76.31992167286576,93.76774790833841,83.14082114446019,495.5430730170944,162.9494692829802,459.43988487891414,68.29938801452123
d,0.5481406552482477,0.17081799562201197,0.5121148288230633,0.586757434342601,390.57324310885394,123.73860395055387,363.3347952766369,175.46856181947658,-10.602300815353612,-6.982162493389366,286.97926702293336,139.3010820774653,31.652285488880466,461.6817612336658
b,0.7471037126839353,0.7902912957310997,0.33157886638014333,0.8090916125200648,604.8477757438727,379.8747759231896,303.78963218310093,130.86185078044514,117.27895595676199,138.79329360190283,347.9523053382202,210.40745360237005,444.79879435133154,143.46334072625024
b,0.773685472565297,0.8894351554443696,0.7318990266552768,0.8447294913894763,509.39516004214516,295.76765138333457,432.1180757859254,190.96470578717796,219.09352744143553,108.29266602929967,334.9195247594008,150.8616712081045,469.343141134393,307.5410905016355
c,0.9355645207107416,0.08611217187496503,0.9670904296513787,0.35076501772337293,353.6760516655515,116.10384271612,121.91299505891793,135.55018554120932,381.94436938093975,254.94897237114404,343.23469644981446,123.79201789490324,115.63592745384882,362.1494411986736
a,0.9051661486052578,1.0004492323730878,0.19256313640285844,0.6561794334319562,149.88525968345965,308.96587936464755,409.2453911230508,179.30099740350556,106.29665608274769,137.3770641984969,80.71082682590001,215.60942518738827,60.941126058444794,337.1850875081948
a,0.011632526519991984,0.8384410516439387,0.7998392482015305,0.3376623332330868,216.47031367793403,292.9718873050436,188.72466875732664,101.37340489093364,261.70470817740096,175.1658553860505,542.489473678892,134.44335326097914,191.750565316405,443.87691523827556
a,0.04716758720164449,0.8775163841787265,0.8006766556669546,0.8400059814326192,204.97861931368135,321.88373575233317,35.8565340603173,57.12859101550581,346.2013882433588,252.475716985851,139.08266828431667,194.6249740582112,196.55122650683242,272.1288299597567
d,0.5266549991273937,0.8371174488498506,0.8823954053814004,0.7011934028045474,393.0774133947765,120.2457386574091,321.77989595735613,133.83491508630973,330.6927335511777,297.07085905820793,237.99918576410647,218.65036563852053,374.1773689587543,194.94026233160216
d,0.6555885166074841,0.8534723919818252,0.7070052449855135,0.8364622491202907,419.95505412572516,116.89280535588804,226.27641556563927,97.3750420707018,347.9150885659385,288.1056470783101,407.2394615658198,186.05612695970612,234.78347420425666,341.62627616473185
a,0.0526717336544361,0.2830257806447569,0.6697091519383834,0.24826694809934252,109.98770656749244,247.22865311636144,377.1850917237563,189.6040095215227,145.9272486686732,150.6842911670075,511.0741784051233,119.35589854405121,689.0912040225121,-4.893760450415812
a,0.015602661977786607,0.8058334337669877,0.9360609468203822,0.22980353311361087,265.4785013887639,116.61464561417682,659.4763469445589,247.45789477918333,100.32994914115115,102.1047775146829,441.43993784138814,111.59828274618995,8.117795382196613,419.1515232442003
d,0.12226210632287798,0.15458646185562958,0.29370005941061345,0.17504887616553394,388.385939875547,93.06502556070171,327.04094552976346,129.53802362023004,118.38433546836208,75.80087332651436,51.544213952615166,213.93640278322923,112.20608837793918,355.25137395942016
c,0.9717256489310617,0.5279722931819648,0.10265312460471226,1.0036370100300593,370.17133035281364,164.37827354882313,281.5461504772285,259.1255860723469,514.5009511780595,412.7559422972307,242.3166496411114,107.03113899382365,78.36072596493216,326.11073256153213
d,0.5415665699891413,0.17586164272409474,0.49134122202005365,0.9104909779630046,393.4593523647972,91.9594505792397,478.1573586644981,195.3165460306385,374.2925682553458,252.20990264257927,152.95837779244772,149.23570109992227,413.3768130330131,436.5769608401731
a,0.22187427824691439,0.14958972499839987,0.43775960476003256,0.5412412767120633,224.12055610632325,341.0859762709315,268.59247414832475,75.48630154895918,410.6218619347342,393.8366620877563,315.63227689388975,179.47599433394728,123.07707260173626,334.5896538954582
c,0.2294448687310109,0.13248149819105073,0.7120159326552319,0.8860634830131723,419.6951325097525,161.46503175340564,231.14658090405788,124.68120712402988,98.22834211338754,125.91407557510529,322.10306018481316,165.41511520055369,296.7252128849551,231.33168063284222
c,0.8554377444272607,0.9575700667538051,0.23144863170908142,0.908336340975028,250.8962601746881,184.0320015367642,160.27628282821104,107.42632650271133,197.12400091627237,405.1667726902745,318.28438002089644,149.7893532754836,129.84568429714716,342.16627932964474
a,0.8197052595854526,0.6428068441017596,0.24576180084352595,0.7576610890828229,266.8978807811741,304.37960976902207,29.02205744009016,106.67147692215615,158.46265693425804,150.67625145718353,50.898999146347386,210.59278519804954,73.73085274830555,419.5008331982673
b,0.2700888258398033,0.560433017250566,0.5909289859213399,0.45876066393665227,474.4017740015499,356.82215585007174,591.2882926506279,142.21777265047672,199.63994095215998,108.90363871134464,204.80843430802784,157.48798125721268,8.406277015923315,447.6466681477573
d,0.5344871291162228,0.7343132671591801,0.5632699438412873,0.4425121219452649,321.22142646480984,168.6443395365073,332.7522705227325,188.92242711011625,378.58441505811186,268.0317933867854,509.06197813520123,158.29229807388796,478.8109246652271,198.53399589464073
b,0.41940529936311743,0.2514064788466924,0.40761122983202114,0.7507521707538706,541.5695779938213,269.12331298677805,660.7724225860417,245.90092837812668,303.8478997552327,213.68689360906922,286.4890222461112,177.5882212112659,44.91305958314113,423.31976895511065
d,0.3211463318785525,0.27548809405026753,0.27348335946911295,0.7893939084979172,433.96421817664657,61.029427293983865,623.2305125203494,218.7239018106073,214.33344438098925,152.6912905244365,303.00023685560603,179.2266209218193,102.5670606419389,370.89809629806683
c,0.6066932150309314,0.2413126915935851,0.7820785681409526,0.4873895687240688,318.50453559308454,186.8571186950386,334.42590381881365,169.04130539178095,215.76852683521162,454.5437654959112,607.4236573156196,96.03362558453803,222.90164993365352,335.0784733623479
c,0.12656898450217643,0.3761265614234016,0.6046740374976718,0.48718468499737144,367.3095262928764,113.83484025382191,227.52053814989003,149.52381226713413,479.3094649196896,330.7177237746018,661.317272385604,43.118406579846734,581.7374769585557,48.80988406742451
c,0.1162639308661672,0.887854937693898,0.9231093643075712,0.6327800790445754,411.1778043105258,115.81309155643281,135.60826469121238,134.13999658662735,715.683515484267,455.88942267409243,602.7526700944927,94.927416115988,19.32743967457256,209.12516960337518
d,0.07681298694053831,0.9150740915380715,0.9337663913719146,0.8559588072272285,424.27505011854873,101.37629468411696,708.6353932359323,227.02860385338943,426.4094698828839,325.5438795275705,267.201014520817,178.48899062362747,581.4048165475255,159.3952010622312
c,0.014153563242134454,0.8204836061707108,0.922611014823076,0.9512282286643851,399.6350683318128,180.72518558697743,443.4139098716303,198.694251707116,596.7531629587833,426.31977068117135,197.23799645358685,174.21886205864843,22.32214664180254,417.94308401187595
d,0.4479828272670249,0.6068348873100361,0.5634847571295611,0.4466893311121451,321.8024570503604,213.05928957802809,325.26148421507185,188.50032258068788,316.1584344071641,241.5260901680884,671.3715148902008,36.637064350827956,678.4342431812296,36.109879704204104
d,0.20410306450245833,0.4263606527824363,0.6688396013086036,0.8068652104583697,291.07726670291635,322.26355432698415,73.48104729069728,102.65387656764563,85.45477180500376,127.63608188757114,205.44683755440215,172.2994399962415,274.8937146807889,264.1029818103813
d,0.07862269251859458,0.25458317513102446,0.638122066738249,0.46820802262740985,385.8159980154448,133.24280641763244,130.9709245830149,97.52933741580073,385.0233286664838,271.0197017268845,467.4000372614742,91.62158188634392,673.1768571170419,0.7527966713472141
c,0.5682621452132444,0.6225730259277684,0.8242165332759699,0.22667817272462357,358.23021406945526,174.64141830688573,26.45853349752501,81.03192672573353,483.3230460453967,354.6867521818811,161.8779081404428,178.75186272307718,391.5292661875275,226.42867910977253
b,0.21823088586045733,0.19818863693724525,0.33081690506594413,0.8078492852488598,605.3811084295858,380.13868638449236,509.0263482829172,220.55709519599884,137.35373547669107,150.3654671701353,186.60483550141402,163.41917198803088,507.4834235983908,107.27598455512641
b,0.7843789376082853,0.2820182416387527,0.26928538118841894,0.6740626377069312,550.424824926817,323.48907221508847,501.3010509226567,223.2052759565888,18.89794383796398,25.77761261006689,62.88391921675468,255.93701285188547,-2.8093979006027183,468.65531599842865
d,0.6219331911958638,0.16456207727641722,0.4208296416962765,0.7427785389089623,155.17481487417373,331.9425714381722,294.6978746417118,88.48903250703272,390.209605319761,344.3657620269156,318.08022006522333,112.66231690287918,144.6189224137121,229.90174470420934
b,0.9689925555776102,0.5796883109215216,0.12759645516887522,0.9215167844546942,565.7391783254709,309.1545980068403,12.63370968598928,98.7741072954046,335.9404116679023,420.94525378988686,33.696890476345295,220.20134633307154,44.83272714605609,357.99799832124893
a,0.7762648245273812,0.2065313217154407,0.3198565912656304,0.5452752406214669,103.4911017825303,361.7408096359327,235.9828629838234,142.12242067986207,540.6816830649009,27.115689358772826,487.3876199212646,163.78210240339408,172.28910523311177,299.24685644158217
d,0.8210699358780839,0.9798523572342963,0.2403903006226329,0.8936493083711349,365.40931254561974,87.22532383148044,243.71401936200934,139.78944380927348,429.4212530655516,386.2269979414654,416.9946477808838,125.54303264709628,57.099086288184765,435.36175792066564
a,0.7262859396661967,0.27907392519067414,0.32955112377657036,0.689675851950086,91.42290346293179,228.89778870245394,518.2213966036715,226.27237199675415,370.98539360161965,259.91976599554613,456.2621818124165,143.8729464452673,196.81786546182843,281.89487547668455
d,0.1425002689412336,0.3301730033938598,0.5978898924763848,0.4979491886250409,305.6083755117174,192.18636867257365,-0.09125170658269788,105.8936004050229,452.0316006121584,383.2658958433166,687.9004770733842,45.950932193658296,258.8620675479706,259.8253613755218
b,0.8551042463412177,0.3431775024908818,0.2014110239008526,0.7538735770036612,584.262478827116,402.6266736449956,68.14968107848912,110.73170551682324,145.3608930260348,127.3133888711777,571.638476033314,114.00610280060027,15.211256814393657,95.61011023213095
d,0.06782568244893797,0.2660973722581987,0.6219341766361284,0.4532590569997343,497.27174866340374,289.8736643096721,545.9000913483386,170.40451903162818,196.53795733536748,122.91389965826149,327.9137311987211,207.8083101525592,449.59343246082403,148.95644252313926
c,0.034382565742902306,0.6069074387835574,0.9574140866377816,0.5914836080965471,377.50403520508746,108.16907852348413,65.31165236443948,91.12751446741079,279.7583939470457,157.90958193666722,79.41083442032195,190.56045171496334,376.9167941255459,164.98977635863008
d,0.45218716341396625,0.06658913409786095,0.9458542404505387,0.3513366723363655,253.19334852423586,126.52667830044362,551.671360555999,269.9998556245198,620.3104103606713,449.44635621847806,686.5062934470463,63.62432581491944,140.63360344741886,352.33303203611155
b,0.965816899539759,0.7608750913469661,0.06700543462189107,0.5621484904902038,491.29071949682776,135.61902477204313,15.279878008644951,144.07327070251895,498.6610244416974,327.42510348495165,20.262495960344076,203.76321564184855,356.36843297604224,252.78692106862715
b,0.09016244080283539,0.254507989167342,0.6529826607331629,0.8440482056914188,598.5172067083661,387.26056508773877,91.51998791713669,138.49149425267345,-5.78460030359399,9.86786685554208,614.2967881089648,169.5297810159023,26.401779402827586,484.8847449893603
a,0.7261331496620504,0.7678878528566795,0.3361869735761428,0.8127808990950974,165.90663891571728,313.08037891544814,239.24157550488627,97.81186807557883,428.7184122899646,299.5755312024493,305.6716287744636,154.8686238026665,391.70053559718315,139.7938508429075
c,0.5650028076971441,0.14754370448167747,0.4900684634192257,0.6009367132052312,397.9338014266385,176.2327269453659,171.81460233671422,108.69636574252746,695.6880302505623,446.2694745546209,261.87402878318824,175.46131322083153,658.1701175221324,34.05597579450006
b,0.2413010375700659,0.1781516456113174,0.3116897510662266,0.8666110862721728,467.46280218992683,376.47643565530865,497.03464878351,228.61902307784328,408.67475826448765,293.3602116603668,108.47054765830678,194.04872793032428,220.46514799256443,147.99543952665852
b,0.9057601317738483,0.3634894041854388,0.6506997190488317,0.8514081507018183,592.2716896230341,393.00194162385196,254.31332926605006,162.37224810392098,168.5184635669864,487.35765793813727,509.3421940022795,160.59498918293895,475.7360649669976,321.88560998367757
a,0.41196495144826883,0.33424282208932576,0.5706514511563019,0.4578467953731422,203.60084075572445,295.1662650303045,1.671498718093888,46.91434525630089,677.6298675305827,473.686813613216,3.8842359943621556,219.12288505140808,46.27797455845371,430.9279588847696
a,0.08093696220784147,0.1904573746273291,0.82615710670536,0.8218923723127256,197.0698954319755,308.4444315924859,409.0604884477034,159.5456309209331,469.4141202104478,142.82048613149504,605.8744869868517,57.813253482293064,511.66302924301317,134.96699556023754
a,0.4873175696684867,0.8104908862799639,0.8942312932323215,0.8072796675570388,108.41248957192605,323.791676821384,331.99795668081777,178.99034975296428,95.21361883541805,68.88383482769099,381.46695848550695,256.19168592553933,154.1588074679465,206.52843216286317
b,0.9709508843749385,0.5778078166280389,0.1229486459717813,0.9297861585970196,133.5256003983952,316.4331841895089,-5.8325312738023785,108.2190727290411,200.95926585651546,97.6723896259362,341.00165792862373,203.48995072206324,104.01911253545191,438.7472242208573
b,0.9161745978513485,0.6594086445580832,0.23941128344758097,0.8952249458715831,616.2080326080352,316.97030131771004,46.48257283621,61.304202247975205,346.24697726247217,296.6553026968642,54.971740811917385,251.39840426702787,404.166738064724,233.7456028703638
b,0.6377656831745866,0.27472332628103424,0.2955431387017465,0.7857640521136349,592.3278721300968,374.5735669851928,706.8227437077328,203.9648342134144,63.613208707450056,33.02710853866268,147.6442123755167,212.46798262533218,-9.948845787326547,506.5257972789369
a,0.27362317637073474,0.415926297131452,0.6152457695711026,0.7947016857375091,175.6678189279755,299.2532128251779,161.07615130026576,278.054847548925,170.62824173792558,98.62670971012946,143.69639098686014,190.90501231203137,566.8105126188024,50.76283394674705
a,0.12121415484599687,0.8010506957902763,0.8617382648516702,0.7651159379219337,195.04561510646226,303.37601545530214,48.8007817275696,84.1300279021853,80.18426436643871,146.40478935677092,162.75920200262587,208.3779068231155,-16.135031073169408,504.9188871335618
d,0.3719696828450593,0.618949545199604,0.5445258579266088,0.46822270330982446,305.623390973711,161.1265660558798,671.0408234228701,243.63956118343927,684.8713085495616,473.7700707101131,400.63472446964624,102.506949856398,476.1052746486062,130.80043474844203
d,0.5286975318139864,0.2717987493501161,0.5615402933863555,0.5485230274896623,287.01767269499373,196.96651894214142,209.00382487179056,78.65631033955194,318.1729102594613,226.8775631358337,305.9613547731849,160.3017766537523,150.34023336117218,345.41699097630186
d,0.9380979865755155,0.49800307477007383,0.18844724458260964,0.4493583358401111,365.2488162667049,87.57594063049432,218.6635966960844,141.26680775090156,152.31767260750306,140.54677342061524,610.0405350853968,44.98776247893425,501.5790797643687,112.23827730886735
d,0.03566009951355383,0.171312995862381,0.8276483064338586,0.31008017748678146,318.8458900638732,85.14562410415265,646.5169413449836,191.63032226406284,384.28757840550196,220.07518254590113,447.9284155620547,101.2990089192618,686.2112541925771,0.9177171616430038
c,0.10321029679391526,0.6335349481564214,0.8495329187759101,0.2099061394634496,337.1107491494336,115.16205484695001,255.5276162667845,142.470317654494,82.13188878757066,79.21705552199663,682.5357484828969,71.15116768150585,129.07556164972837,398.2594475592861
b,0.10824745117230664,0.2214645991244278,0.5671911313292155,0.5544149950340201,475.17964774626586,134.96611672419886,446.59211440618884,193.2428350480037,253.2102840387258,266.5467315993089,63.36562727557727,207.1353128047759,375.4441973691149,203.23029323770888
a,0.038735919870890576,0.767425280521946,0.9530302209899666,0.5713382842504601,157.700223774129,308.77365599148914,740.8293477228534,64.1874564465528,494.9268576731409,298.8596639303494,226.44929092729237,146.42224169527293,405.9121709434296,297.1085654958715
a,0.45496113727445825,0.05721890771069862,0.9164191055860785,0.23598736526428826,104.35814543671464,129.87928125829472,637.9611904260873,72.22745629586753,319.9064990112072,363.8140260694887,107.15150284292122,195.30495605253202,394.24502342575636,247.54659286932454
a,0.2835257634560159,0.8785369209478275,0.7687100816534221,0.29993559029011363,395.61286878568086,124.44328650796443,573.5261298604963,206.91255400123828,212.1544807350055,324.37275837902695,328.1548187267744,155.64437578956083,90.49392102379697,415.7399831152021
a,0.7849046166105347,0.8525439869966523,0.29515410754418225,0.859358036466691,107.78359234371808,359.44238797174796,444.8282795244477,190.07317661575652,534.1248670502067,396.0250806943693,686.8604374212583,81.21384148354998,695.7287410952638,7.517710220153587
a,0.8846349763344749,0.22774427240847955,0.6351667257744014,0.6817165530435628,228.80145116091975,323.4915144188284,631.588658914213,280.321205052043,681.4871463229601,470.0094260908721,455.2429770213245,98.2563306367702,247.56079147842846,320.9254550099556
a,0.862761443709323,0.3529686353672752,0.20833264312838348,0.8822956182766936,176.18544025429495,311.7009388110915,358.0816207723568,167.53164631815724,297.1639411595635,187.60988299557275,551.5496159377157,110.5785307678872,563.5951117494902,120.9713520040974
c,0.9284551608084486,0.9878617215775312,0.15708691817672663,0.6017237908704864,379.09716138850064,113.57019078004423,109.18981181514869,122.3531030919816,350.3727221431621,244.36027429031154,336.56123714829334,207.05335101929066,475.36930405261944,321.87053237341087
c,0.07672596929347189,0.8167695009863968,0.8708769394045899,0.6785074190946375,388.2402560891204,184.40412809888065,526.8502288073081,212.95798678900547,433.5979749826735,349.4026021079427,640.5407046495799,117.74296793207478,155.84557397417873,-8.181010893341657
a,0.7268632807165782,0.10563253408329253,0.7340524561377997,0.2525007754612644,219.97687798086176,325.2718785480328,678.8349162960849,217.2678579488325,91.33060240931027,95.30823147317697,264.3535771694368,191.2184006894317,580.7552272522136,80.82129057106545
a,0.8060421509527103,0.8617354925519896,0.7558224113692614,0.21256390789747193,251.31888626738137,293.5111136699385,0.7584609902881958,63.30954179038521,463.88595446220467,394.15508493611685,649.4722717035289,83.12073486977836,231.2767717354304,259.30558090857596
a,0.32567872021241,0.9720395748037944,0.5471507844934154,0.8421077783826941,206.94465462720532,288.97424074278877,173.0146912178647,135.9053096902488,38.339020903085014,22.414366473449263,298.6741650842897,171.30597692929885,591.7535323063912,134.28711331401857
c,0.24505146873978254,0.8336710567868403,0.7210773933301104,0.8651467830697505,379.4310389393779,103.0042036964324,82.31156733123012,92.79824486193436,174.5029062651937,84.39808711768976,122.32613611745161,218.7307245591588,379.82036432894364,247.77685223015374
